OrderID,Date,ProductID,CustomerID,StoreID,Channel,PaymentMethod,PromoType,Quantity,UnitPrice,UnitCost,Sales,Profit
O1030761,2023-06-16,22,3268,50,Store,Credit Card,Influencer,2,100.65,54.91,201.3,91.48
O1030762,2025-11-03,24,4583,97,Mobile App,Credit Card,None,5,49.21,30.14,246.05,95.35
O1030763,2023-05-11,39,3698,62,Online,Credit Card,Seasonal,3,118.54,81.64,355.62,110.7
O1030764,2025-07-25,28,4105,17,Store,Credit Card,Bundle,1,139.31,68.1,139.31,71.21
O1030765,2023-10-20,12,4774,96,Online,Credit Card,None,8,93.59,47.84,748.72,366.0
O1030766,2023-08-31,24,1228,76,Store,Credit Card,None,8,50.09,24.85,400.72,201.92
O1030767,2024-10-21,24,737,16,Store,Credit Card,None,2,52.71,31.08,105.42,43.26
O1030768,2024-05-27,24,4418,81,Store,Online Payment,None,5,53.64,32.78,268.2,104.3
O1030769,2024-02-28,27,3571,7,Store,Credit Card,None,4,148.81,79.75,595.24,276.24
O1030770,2025-09-16,18,664,118,Online,Online Payment,Bundle,4,120.66,77.54,482.64,172.48
O1030771,2025-02-05,7,65,75,Store,Credit Card,Clearance,3,80.94,73.84,242.82,21.3
O1030772,2024-10-29,15,1923,41,Store,Credit Card,Clearance,5,40.26,38.73,201.3,7.65
O1030773,2025-05-13,32,32,44,Store,Online Payment,None,4,64.67,31.89,258.68,131.12
O1030774,2025-05-30,40,3661,112,Online,Online Payment,Seasonal,4,67.61,56.33,270.44,45.12
O1030775,2023-07-17,26,3569,29,Store,Credit Card,None,3,69.36,38.57,208.08,92.37
O1030776,2024-04-28,32,2271,9,Online,Credit Card,Influencer,5,56.13,39.39,280.65,83.7
O1030777,2025-09-19,8,2772,98,Online,Credit Card,None,9,189.06,84.62,1701.54,939.96
O1030778,2025-06-11,32,3463,62,Store,Credit Card,None,7,63.35,31.17,443.45,225.26
O1030779,2023-03-08,17,3998,72,Online,Cash,None,5,42.09,19.46,210.45,113.15
O1030780,2023-09-27,29,4205,24,Store,Credit Card,None,2,37.37,17.75,74.74,39.24
O1030781,2023-10-18,26,1889,107,Store,Credit Card,None,4,68.18,35.1,272.72,132.32
O1030782,2024-07-16,31,2055,67,Online,Cash,Clearance,4,97.43,65.51,389.72,127.68
O1030783,2025-06-12,30,764,54,Online,Cash,Bundle,2,33.07,28.87,66.14,8.4
O1030784,2024-06-13,26,1533,71,Store,Cash,None,4,61.48,43.07,245.92,73.64
O1030785,2023-07-21,17,3218,71,Store,Cash,Clearance,2,27.21,19.74,54.42,14.94
O1030786,2024-09-02,33,3866,66,Online,Cash,Seasonal,3,34.22,19.75,102.66,43.41
O1030787,2023-08-30,29,2604,104,Store,Credit Card,None,7,35.12,15.67,245.84,136.15
O1030788,2025-01-13,6,1135,73,Store,Credit Card,Clearance,2,75.49,48.99,150.98,53.0
O1030789,2025-12-05,11,1493,52,Online,Credit Card,None,4,158.74,99.4,634.96,237.36
O1030790,2024-11-24,11,2412,100,Online,Online Payment,Clearance,4,117.26,112.3,469.04,19.84
O1030791,2025-09-26,13,2329,89,Store,Credit Card,Influencer,6,94.95,58.79,569.7,216.96
O1030792,2024-08-19,29,4661,14,Online,Credit Card,None,3,35.66,18.11,106.98,52.65
O1030793,2025-06-09,1,2742,30,Online,Credit Card,Clearance,4,45.81,47.53,183.24,-6.88
O1030794,2025-10-27,11,3991,107,Store,Cash,Bundle,4,130.99,113.53,523.96,69.84
O1030795,2023-07-10,20,1031,2,Online,Credit Card,Seasonal,5,35.23,24.4,176.15,54.15
O1030796,2024-12-30,8,1222,101,Store,Credit Card,None,5,189.91,101.15,949.55,443.8
O1030797,2023-10-07,8,3669,75,Store,Credit Card,Influencer,3,167.9,81.85,503.7,258.15
O1030798,2023-04-03,18,2030,3,Online,Credit Card,Influencer,3,140.08,69.2,420.24,212.64
O1030799,2023-09-15,25,3038,39,Online,Credit Card,Bundle,4,44.26,30.4,177.04,55.44
O1030800,2023-06-06,14,1939,65,Store,Credit Card,Seasonal,4,86.76,43.88,347.04,171.52
O1030801,2023-07-27,39,330,26,Store,Cash,None,9,164.29,94.58,1478.61,627.39
O1030802,2023-01-08,17,1816,45,Store,Credit Card,Influencer,5,38.02,26.81,190.1,56.05
O1030803,2025-11-29,40,2503,117,Online,Credit Card,None,4,89.68,49.86,358.72,159.28
O1030804,2024-04-27,23,2907,108,Online,Credit Card,None,2,69.67,35.15,139.34,69.04
O1030805,2023-07-01,15,1350,29,Mobile App,Credit Card,None,6,74.85,36.7,449.1,228.9
O1030806,2024-01-12,5,2262,73,Store,Cash,Bundle,3,123.71,69.42,371.13,162.87
O1030807,2025-03-29,30,4444,111,Online,Online Payment,None,3,49.97,26.83,149.91,69.42
O1030808,2024-11-23,22,2516,70,Store,Cash,Seasonal,5,99.29,66.95,496.45,161.7
O1030809,2023-02-25,39,2253,77,Online,Online Payment,Seasonal,2,142.35,87.7,284.7,109.3
O1030810,2023-06-12,39,1563,30,Online,Online Payment,None,4,144.2,84.89,576.8,237.24
O1030811,2024-08-19,21,719,17,Store,Online Payment,None,3,93.79,58.81,281.37,104.94
O1030812,2025-11-28,10,4811,73,Online,Credit Card,None,6,46.89,21.7,281.34,151.14
O1030813,2023-03-19,14,3330,106,Online,Credit Card,Seasonal,4,82.18,53.56,328.72,114.48
O1030814,2025-08-03,3,769,71,Online,Credit Card,None,3,143.98,79.15,431.94,194.49
O1030815,2023-03-09,7,1322,13,Store,Credit Card,Clearance,5,79.07,69.98,395.35,45.45
O1030816,2024-06-26,17,4417,86,Mobile App,Credit Card,None,5,45.64,20.11,228.2,127.65
O1030817,2023-09-10,8,4797,78,Online,Credit Card,None,4,167.77,95.43,671.08,289.36
O1030818,2024-04-09,35,2710,75,Online,Credit Card,None,5,172.84,85.9,864.2,434.7
O1030819,2025-10-11,35,177,43,Online,Credit Card,Clearance,3,145.12,107.99,435.36,111.39
O1030820,2023-08-25,8,4122,91,Online,Credit Card,Influencer,5,154.52,92.26,772.6,311.3
O1030821,2024-12-01,11,657,25,Online,Credit Card,None,2,157.43,111.03,314.86,92.8
O1030822,2024-01-01,34,3164,114,Store,Credit Card,None,3,163.54,91.17,490.62,217.11
O1030823,2024-12-14,11,4965,53,Online,Credit Card,None,3,170.69,107.98,512.07,188.13
O1030824,2023-03-02,11,147,24,Store,Credit Card,None,6,160.32,82.06,961.92,469.56
O1030825,2023-11-23,30,4741,21,Online,Online Payment,None,2,45.31,27.64,90.62,35.34
O1030826,2025-11-15,17,313,32,Mobile App,Credit Card,None,7,43.86,27.31,307.02,115.85
O1030827,2025-03-04,34,306,110,Store,Online Payment,Seasonal,3,147.95,90.19,443.85,173.28
O1030828,2025-10-23,22,2802,8,Store,Online Payment,None,2,130.71,70.98,261.42,119.46
O1030829,2025-01-16,9,1895,75,Online,Credit Card,None,2,48.24,26.45,96.48,43.58
O1030830,2023-07-23,7,1208,63,Store,Credit Card,None,1,113.31,76.6,113.31,36.71
O1030831,2024-05-21,28,4704,65,Online,Credit Card,None,4,150.59,85.9,602.36,258.76
O1030832,2025-08-20,18,1910,29,Store,Credit Card,None,7,158.26,75.85,1107.82,576.87
O1030833,2025-01-18,18,1354,84,Online,Credit Card,Bundle,2,124.79,81.53,249.58,86.52
O1030834,2024-07-24,28,3834,24,Store,Online Payment,None,5,156.72,89.67,783.6,335.25
O1030835,2025-08-08,12,4298,108,Online,Credit Card,None,2,98.74,44.49,197.48,108.5
O1030836,2023-05-05,40,3276,39,Store,Online Payment,None,4,96.69,50.27,386.76,185.68
O1030837,2025-11-18,21,2606,82,Mobile App,Credit Card,Clearance,6,61.81,51.36,370.86,62.7
O1030838,2023-05-19,35,2111,32,Store,Online Payment,None,3,173.42,97.99,520.26,226.29
O1030839,2025-12-28,32,4039,115,Online,Credit Card,Seasonal,2,63.97,38.78,127.94,50.38
O1030840,2025-05-31,25,3248,59,Online,Cash,None,5,52.71,32.74,263.55,99.85
O1030841,2024-06-19,4,3318,35,Store,Online Payment,None,2,80.06,39.51,160.12,81.1
O1030842,2024-06-06,30,4941,105,Store,Online Payment,Seasonal,5,38.99,28.44,194.95,52.75
O1030843,2023-02-05,3,4023,115,Online,Credit Card,None,6,145.39,78.35,872.34,402.24
O1030844,2023-12-14,30,3870,6,Store,Online Payment,Bundle,4,35.95,22.21,143.8,54.96
O1030845,2023-09-09,37,1722,83,Mobile App,Credit Card,None,6,174.17,81.59,1045.02,555.48
O1030846,2025-02-13,22,3888,104,Online,Credit Card,None,3,111.48,74.92,334.44,109.68
O1030847,2023-08-04,39,4924,41,Online,Online Payment,Influencer,6,153.55,79.05,921.3,447.0
O1030848,2025-06-02,26,3518,74,Store,Cash,Seasonal,5,61.95,42.67,309.75,96.4
O1030849,2023-11-26,22,1978,75,Store,Cash,Bundle,4,105.32,61.32,421.28,176.0
O1030850,2025-07-20,22,68,50,Store,Cash,None,6,129.47,57.63,776.82,431.04
O1030851,2024-01-31,6,191,82,Online,Online Payment,None,5,106.23,64.51,531.15,208.6
O1030852,2025-04-04,3,1539,84,Mobile App,Online Payment,Bundle,5,136.55,83.84,682.75,263.55
O1030853,2025-01-02,4,3841,49,Online,Credit Card,Seasonal,2,68.71,47.96,137.42,41.5
O1030854,2025-12-20,36,502,119,Store,Credit Card,Influencer,3,77.96,41.99,233.88,107.91
O1030855,2024-07-30,7,1089,66,Store,Credit Card,Seasonal,5,103.98,61.2,519.9,213.9
O1030856,2024-01-22,26,1829,103,Online,Credit Card,None,3,69.71,32.57,209.13,111.42
O1030857,2024-12-13,12,464,14,Store,Online Payment,None,3,104.17,55.62,312.51,145.65
O1030858,2023-02-02,16,2958,68,Store,Cash,None,3,83.61,45.68,250.83,113.79
O1030859,2025-12-01,28,3426,31,Store,Credit Card,None,3,156.42,71.2,469.26,255.66
O1030860,2025-01-13,35,132,72,Mobile App,Credit Card,Seasonal,3,138.15,105.59,414.45,97.68
O1030861,2023-02-23,5,3899,1,Online,Credit Card,None,4,143.1,80.5,572.4,250.4
O1030862,2023-07-09,21,641,40,Mobile App,Credit Card,None,3,99.72,47.02,299.16,158.1
O1030863,2023-01-16,6,3167,24,Store,Credit Card,Seasonal,2,90.52,65.35,181.04,50.34
O1030864,2025-01-01,9,279,77,Store,Credit Card,Clearance,5,34.15,25.66,170.75,42.45
O1030865,2024-12-30,29,1227,114,Online,Cash,Clearance,3,27.61,19.59,82.83,24.06
O1030866,2023-06-28,2,3162,8,Online,Online Payment,None,4,34.19,18.09,136.76,64.4
O1030867,2024-08-21,11,1049,37,Store,Cash,None,4,160.83,88.7,643.32,288.52
O1030868,2024-06-20,23,3691,108,Mobile App,Credit Card,Influencer,4,60.77,33.41,243.08,109.44
O1030869,2024-06-13,9,1566,67,Online,Credit Card,None,5,47.17,27.12,235.85,100.25
O1030870,2024-11-08,16,4424,38,Online,Credit Card,None,6,85.37,42.07,512.22,259.8
O1030871,2025-07-24,24,3441,72,Online,Credit Card,Clearance,2,42.41,27.51,84.82,29.8
O1030872,2025-09-29,37,1742,82,Store,Credit Card,Clearance,4,84.69,102.72,338.76,-72.12
O1030873,2023-06-24,4,297,86,Store,Credit Card,Influencer,3,64.84,42.04,194.52,68.4
O1030874,2025-10-31,21,3773,102,Store,Cash,Bundle,9,76.15,53.33,685.35,205.38
O1030875,2024-09-20,26,4306,54,Online,Online Payment,None,4,62.89,42.83,251.56,80.24
O1030876,2023-07-18,20,2305,93,Online,Credit Card,None,3,43.76,24.13,131.28,58.89
O1030877,2025-10-18,1,4815,17,Store,Cash,None,4,81.49,55.94,325.96,102.2
O1030878,2024-02-10,31,2008,45,Online,Cash,Bundle,7,102.1,73.0,714.7,203.7
O1030879,2024-05-03,10,4425,74,Online,Credit Card,Seasonal,4,39.17,23.96,156.68,60.84
O1030880,2025-11-25,4,652,120,Store,Credit Card,None,5,85.4,42.5,427.0,214.5
O1030881,2024-09-27,19,2118,78,Online,Online Payment,Seasonal,5,138.77,74.1,693.85,323.35
O1030882,2023-06-06,8,3671,104,Online,Online Payment,Bundle,5,136.58,92.36,682.9,221.1
O1030883,2023-03-18,26,2636,50,Online,Online Payment,Seasonal,4,56.3,43.49,225.2,51.24
O1030884,2025-06-18,22,2698,101,Store,Online Payment,Clearance,4,82.56,59.09,330.24,93.88
O1030885,2024-01-18,9,2571,119,Store,Credit Card,None,5,55.44,30.15,277.2,126.45
O1030886,2023-04-20,37,508,99,Mobile App,Online Payment,None,7,158.74,86.84,1111.18,503.3
O1030887,2023-02-15,36,2986,45,Online,Cash,Bundle,2,74.29,57.12,148.58,34.34
O1030888,2025-11-02,13,87,99,Mobile App,Online Payment,None,3,93.0,43.93,279.0,147.21
O1030889,2024-09-19,37,4275,4,Online,Credit Card,None,4,171.82,99.03,687.28,291.16
O1030890,2024-07-28,14,1896,94,Store,Credit Card,None,2,94.34,49.28,188.68,90.12
O1030891,2024-10-09,20,4328,19,Mobile App,Cash,None,3,40.37,21.59,121.11,56.34
O1030892,2024-04-03,23,1688,114,Online,Credit Card,None,2,65.54,36.05,131.08,58.98
O1030893,2025-11-08,11,1555,114,Store,Online Payment,Clearance,2,132.94,94.75,265.88,76.38
O1030894,2024-10-21,25,3237,56,Store,Online Payment,None,2,53.23,32.48,106.46,41.5
O1030895,2024-11-30,5,555,90,Online,Online Payment,None,6,147.11,68.66,882.66,470.7
O1030896,2025-09-06,25,2536,34,Online,Credit Card,Clearance,8,39.46,27.94,315.68,92.16
O1030897,2023-01-04,38,2780,101,Mobile App,Online Payment,Influencer,2,65.21,43.33,130.42,43.76
O1030898,2023-12-16,13,1376,93,Mobile App,Online Payment,Clearance,5,73.12,52.8,365.6,101.6
O1030899,2025-07-02,6,193,116,Store,Credit Card,Clearance,3,65.28,65.5,195.84,-0.66
O1030900,2023-04-16,24,4254,116,Store,Credit Card,Clearance,3,34.34,34.51,103.02,-0.51
O1030901,2023-12-28,12,3388,85,Online,Credit Card,Clearance,2,66.08,48.67,132.16,34.82
O1030902,2023-06-29,30,3881,116,Store,Credit Card,Clearance,1,22.4,24.05,22.4,-1.65
O1030903,2025-02-21,14,3565,21,Online,Credit Card,None,5,94.25,53.5,471.25,203.75
O1030904,2025-07-13,3,4609,69,Online,Cash,Clearance,3,107.97,82.56,323.91,76.23
O1030905,2023-10-17,11,3357,102,Store,Cash,Seasonal,5,168.18,100.08,840.9,340.5
O1030906,2025-01-23,34,558,51,Online,Online Payment,Clearance,7,90.05,74.92,630.35,105.91
O1030907,2025-04-13,1,1293,25,Store,Credit Card,Seasonal,5,86.62,45.37,433.1,206.25
O1030908,2025-09-19,36,3296,66,Mobile App,Credit Card,Bundle,7,78.64,46.19,550.48,227.15
O1030909,2025-10-13,9,3713,83,Store,Cash,None,2,46.46,24.15,92.92,44.62
O1030910,2024-05-14,11,4114,23,Store,Credit Card,Influencer,6,158.09,95.71,948.54,374.28
O1030911,2023-03-28,30,1464,4,Online,Credit Card,None,3,42.69,26.71,128.07,47.94
O1030912,2025-03-26,38,1680,118,Store,Online Payment,Clearance,3,35.82,31.93,107.46,11.67
O1030913,2024-08-19,9,2123,41,Store,Credit Card,Influencer,4,41.59,24.72,166.36,67.48
O1030914,2024-05-18,37,4982,81,Online,Cash,None,5,169.3,94.42,846.5,374.4
O1030915,2024-08-15,31,3496,63,Mobile App,Cash,None,4,120.48,67.59,481.92,211.56
O1030916,2024-12-06,2,3560,105,Mobile App,Online Payment,Influencer,6,34.72,20.33,208.32,86.34
O1030917,2023-11-10,17,1552,84,Mobile App,Credit Card,None,6,41.35,22.79,248.1,111.36
O1030918,2023-12-26,11,1545,27,Store,Credit Card,Seasonal,2,157.89,89.06,315.78,137.66
O1030919,2024-01-10,4,4436,103,Store,Credit Card,None,1,78.47,38.51,78.47,39.96
O1030920,2024-06-24,37,2526,85,Online,Cash,Influencer,5,140.81,80.13,704.05,303.4
O1030921,2025-01-11,34,1631,8,Store,Online Payment,None,3,172.24,77.62,516.72,283.86
O1030922,2023-02-16,35,2033,108,Online,Online Payment,None,2,164.38,102.49,328.76,123.78
O1030923,2023-11-17,26,4301,99,Mobile App,Credit Card,Influencer,3,60.81,40.27,182.43,61.62
O1030924,2025-03-09,30,361,59,Online,Credit Card,None,4,43.87,27.65,175.48,64.88
O1030925,2023-02-03,25,4702,90,Store,Credit Card,Bundle,4,50.23,34.34,200.92,63.56
O1030926,2025-05-21,2,2895,51,Online,Cash,None,2,33.31,18.53,66.62,29.56
O1030927,2025-04-23,7,1873,98,Online,Online Payment,Bundle,3,98.53,68.27,295.59,90.78
O1030928,2023-12-16,36,1411,48,Store,Credit Card,None,2,88.73,57.47,177.46,62.52
O1030929,2024-11-16,25,258,64,Store,Credit Card,Clearance,2,45.23,34.16,90.46,22.14
O1030930,2024-06-21,13,4344,92,Store,Credit Card,Seasonal,4,72.13,44.19,288.52,111.76
O1030931,2023-10-02,32,1270,71,Online,Online Payment,Clearance,6,47.44,35.65,284.64,70.74
O1030932,2023-06-13,22,528,71,Online,Credit Card,None,5,123.96,64.54,619.8,297.1
O1030933,2025-11-19,40,3852,14,Store,Online Payment,None,3,88.77,41.19,266.31,142.74
O1030934,2025-07-30,20,3235,22,Online,Credit Card,Clearance,1,31.91,24.01,31.91,7.9
O1030935,2025-09-11,27,477,99,Online,Cash,None,4,147.27,82.9,589.08,257.48
O1030936,2023-06-04,40,2173,65,Online,Online Payment,None,6,95.38,42.13,572.28,319.5
O1030937,2025-11-22,18,4378,18,Store,Cash,Influencer,3,128.28,87.15,384.84,123.39
O1030938,2024-11-17,38,1022,22,Store,Cash,Influencer,4,53.72,37.37,214.88,65.4
O1030939,2024-07-15,33,2993,72,Online,Online Payment,Bundle,2,29.97,16.76,59.94,26.42
O1030940,2024-01-10,2,3042,28,Store,Online Payment,Bundle,5,29.01,20.98,145.05,40.15
O1030941,2023-09-15,3,3986,35,Store,Credit Card,Clearance,6,103.85,76.11,623.1,166.44
O1030942,2023-12-23,4,1102,95,Store,Online Payment,None,7,81.46,44.71,570.22,257.25
O1030943,2023-07-10,17,3796,14,Online,Credit Card,None,4,39.48,25.79,157.92,54.76
O1030944,2025-05-15,33,18,84,Mobile App,Online Payment,Influencer,3,26.62,20.17,79.86,19.35
O1030945,2025-11-05,30,3766,28,Mobile App,Credit Card,Seasonal,4,38.89,29.05,155.56,39.36
O1030946,2025-11-25,30,92,6,Store,Credit Card,None,4,47.54,28.88,190.16,74.64
O1030947,2025-09-03,15,123,2,Store,Credit Card,Clearance,1,39.93,32.62,39.93,7.31
O1030948,2023-05-26,2,451,51,Online,Cash,None,4,37.1,17.92,148.4,76.72
O1030949,2025-03-23,3,3695,30,Store,Cash,None,6,145.45,94.41,872.7,306.24
O1030950,2025-07-29,6,4090,54,Online,Cash,None,2,112.17,51.77,224.34,120.8
O1030951,2024-07-13,5,3389,53,Online,Cash,Seasonal,4,138.72,96.27,554.88,169.8
O1030952,2024-09-03,38,4785,7,Online,Credit Card,None,4,70.93,38.27,283.72,130.64
O1030953,2024-02-26,7,3009,71,Mobile App,Credit Card,Seasonal,5,101.53,60.11,507.65,207.1
O1030954,2025-06-20,13,4946,39,Online,Credit Card,Seasonal,3,81.93,57.77,245.79,72.48
O1030955,2025-02-09,34,4285,19,Mobile App,Credit Card,Seasonal,3,144.74,100.09,434.22,133.95
O1030956,2024-11-20,9,3381,20,Online,Cash,Clearance,2,23.8,23.1,47.6,1.4
O1030957,2023-01-11,29,2645,35,Store,Credit Card,Clearance,3,21.61,16.77,64.83,14.52
O1030958,2025-11-18,19,2553,110,Store,Cash,Bundle,4,130.59,79.57,522.36,204.08
O1030959,2024-07-28,31,2853,81,Online,Credit Card,Bundle,4,124.57,68.13,498.28,225.76
O1030960,2025-11-13,13,1331,96,Online,Credit Card,Seasonal,1,74.74,43.39,74.74,31.35
O1030961,2025-01-13,37,2589,24,Store,Cash,Influencer,3,144.74,99.81,434.22,134.79
O1030962,2024-07-24,30,351,74,Mobile App,Online Payment,None,5,49.78,28.37,248.9,107.05
O1030963,2025-04-06,13,3723,39,Online,Cash,None,4,105.52,43.39,422.08,248.52
O1030964,2023-09-28,27,4977,83,Store,Online Payment,Clearance,4,86.29,93.01,345.16,-26.88
O1030965,2024-05-09,30,4653,68,Store,Online Payment,None,3,41.72,21.16,125.16,61.68
O1030966,2023-01-28,40,3525,76,Mobile App,Credit Card,Influencer,3,77.79,45.1,233.37,98.07
O1030967,2025-03-27,15,2996,58,Store,Cash,Seasonal,6,62.15,41.22,372.9,125.58
O1030968,2023-12-22,40,2312,98,Online,Online Payment,Bundle,4,66.41,55.37,265.64,44.16
O1030969,2023-04-16,32,1768,46,Online,Credit Card,None,5,69.47,43.06,347.35,132.05
O1030970,2025-05-22,18,1099,82,Online,Credit Card,None,7,132.3,74.17,926.1,406.91
O1030971,2023-09-13,28,2558,81,Mobile App,Online Payment,None,3,151.58,95.63,454.74,167.85
O1030972,2023-09-03,23,3638,99,Online,Cash,None,8,74.9,44.45,599.2,243.6
O1030973,2023-06-08,40,4729,34,Online,Credit Card,None,8,94.46,46.71,755.68,382.0
O1030974,2024-10-23,3,2816,83,Mobile App,Credit Card,Bundle,5,122.63,86.96,613.15,178.35
O1030975,2024-01-08,31,918,47,Store,Credit Card,None,5,133.19,59.6,665.95,367.95
O1030976,2024-09-17,34,2789,106,Online,Credit Card,None,4,154.37,103.05,617.48,205.28
O1030977,2024-01-13,1,4532,67,Store,Online Payment,None,1,91.27,54.1,91.27,37.17
O1030978,2025-04-05,21,2271,4,Online,Credit Card,Seasonal,4,82.77,59.78,331.08,91.96
O1030979,2024-02-14,28,4159,51,Online,Cash,None,6,164.0,72.99,984.0,546.06
O1030980,2025-05-18,34,4097,103,Store,Credit Card,None,3,180.16,83.23,540.48,290.79
O1030981,2024-05-25,5,1843,41,Store,Cash,None,6,141.32,88.74,847.92,315.48
O1030982,2023-01-17,12,3717,30,Online,Cash,Clearance,4,55.66,54.14,222.64,6.08
O1030983,2024-04-23,22,4389,115,Store,Credit Card,Seasonal,4,100.8,55.4,403.2,181.6
O1030984,2023-09-26,26,788,48,Online,Cash,Influencer,5,58.19,40.26,290.95,89.65
O1030985,2024-06-21,7,3746,32,Store,Credit Card,Influencer,5,99.61,67.96,498.05,158.25
O1030986,2023-05-17,33,2357,43,Store,Cash,None,6,33.89,18.81,203.34,90.48
O1030987,2025-04-04,20,4743,41,Online,Cash,Clearance,4,22.41,20.12,89.64,9.16
O1030988,2024-11-15,17,4563,2,Online,Cash,None,4,38.69,23.41,154.76,61.12
O1030989,2023-06-05,32,2543,13,Store,Online Payment,Seasonal,2,59.71,42.74,119.42,33.94
O1030990,2025-12-08,21,3228,15,Mobile App,Credit Card,None,3,90.34,52.71,271.02,112.89
O1030991,2024-01-20,12,3584,119,Online,Credit Card,Bundle,1,66.51,49.51,66.51,17.0
O1030992,2023-08-19,18,1435,93,Store,Credit Card,Influencer,6,132.45,79.63,794.7,316.92
O1030993,2023-01-01,7,1767,98,Mobile App,Cash,None,7,114.84,75.57,803.88,274.89
O1030994,2023-09-28,34,3518,24,Online,Credit Card,Clearance,7,122.86,85.94,860.02,258.44
O1030995,2023-01-31,13,1914,25,Mobile App,Credit Card,Clearance,3,49.51,48.74,148.53,2.31
O1030996,2024-06-13,14,571,57,Store,Credit Card,Influencer,3,85.1,44.34,255.3,122.28
O1030997,2024-10-26,7,901,24,Store,Credit Card,None,5,130.62,58.54,653.1,360.4
O1030998,2024-02-10,15,1621,98,Online,Credit Card,Seasonal,8,62.85,42.95,502.8,159.2
O1030999,2025-08-18,8,2878,47,Mobile App,Online Payment,Influencer,6,167.42,91.67,1004.52,454.5
O1031000,2025-11-24,2,3241,4,Store,Online Payment,Seasonal,4,26.38,20.67,105.52,22.84
O1031001,2023-12-02,28,19,52,Online,Online Payment,Seasonal,6,123.53,90.59,741.18,197.64
O1031002,2024-11-29,16,1314,18,Store,Credit Card,Clearance,4,50.7,46.54,202.8,16.64
O1031003,2024-03-16,29,4594,49,Online,Credit Card,None,5,36.28,21.24,181.4,75.2
O1031004,2023-10-28,9,909,30,Online,Online Payment,Clearance,5,27.65,25.91,138.25,8.7
O1031005,2023-08-19,22,1658,51,Online,Online Payment,None,8,133.03,57.38,1064.24,605.2
O1031006,2024-07-25,9,3251,100,Store,Cash,None,3,49.64,28.57,148.92,63.21
O1031007,2023-06-06,11,3112,40,Store,Cash,Clearance,4,135.04,93.72,540.16,165.28
O1031008,2025-01-06,39,4696,26,Store,Cash,None,4,167.99,90.31,671.96,310.72
O1031009,2025-08-26,22,4871,25,Store,Credit Card,None,3,129.98,71.8,389.94,174.54
O1031010,2024-02-08,1,1728,15,Online,Credit Card,Seasonal,1,66.16,49.55,66.16,16.61
O1031011,2024-09-19,38,2093,33,Store,Online Payment,None,6,73.38,40.48,440.28,197.4
O1031012,2025-12-05,33,1252,27,Store,Online Payment,Clearance,3,19.39,19.72,58.17,-0.99
O1031013,2025-02-11,16,358,36,Online,Cash,None,4,89.75,40.99,359.0,195.04
O1031014,2024-03-18,10,4029,47,Store,Credit Card,Seasonal,2,39.22,24.75,78.44,28.94
O1031015,2025-08-24,17,1877,66,Online,Credit Card,None,1,39.2,23.05,39.2,16.15
O1031016,2023-02-16,31,3371,30,Online,Online Payment,None,2,119.25,59.9,238.5,118.7
O1031017,2024-10-06,20,4903,10,Store,Credit Card,Clearance,5,23.95,24.5,119.75,-2.75
O1031018,2023-10-04,7,2908,49,Online,Credit Card,Bundle,3,84.02,66.19,252.06,53.49
O1031019,2023-07-17,8,4790,22,Store,Credit Card,None,5,168.07,107.8,840.35,301.35
O1031020,2024-07-20,40,2290,82,Store,Credit Card,None,3,82.05,40.14,246.15,125.73
O1031021,2025-02-20,10,3412,66,Online,Credit Card,None,2,40.63,21.68,81.26,37.9
O1031022,2025-03-20,24,3286,6,Online,Credit Card,None,7,55.9,29.93,391.3,181.79
O1031023,2025-03-30,28,3399,39,Online,Cash,None,2,146.81,81.63,293.62,130.36
O1031024,2023-11-13,7,4957,72,Store,Credit Card,None,5,123.21,75.6,616.05,238.05
O1031025,2024-03-29,7,2416,70,Store,Credit Card,None,4,112.42,57.44,449.68,219.92
O1031026,2023-05-05,13,2704,16,Online,Credit Card,None,2,93.63,46.95,187.26,93.36
O1031027,2024-11-07,25,2525,101,Store,Credit Card,Influencer,2,44.79,27.23,89.58,35.12
O1031028,2025-05-31,34,3928,54,Online,Credit Card,Seasonal,4,148.83,86.78,595.32,248.2
O1031029,2024-06-15,16,2766,105,Store,Credit Card,None,3,87.13,44.62,261.39,127.53
O1031030,2023-12-09,12,930,16,Store,Credit Card,None,1,89.14,59.93,89.14,29.21
O1031031,2023-12-31,13,1983,15,Store,Credit Card,Clearance,6,49.81,57.24,298.86,-44.58
O1031032,2024-12-13,31,158,67,Online,Online Payment,Clearance,7,87.36,66.61,611.52,145.25
O1031033,2025-01-06,22,4085,30,Online,Online Payment,Bundle,2,114.06,78.92,228.12,70.28
O1031034,2024-06-05,25,2755,20,Store,Credit Card,Influencer,2,55.5,30.44,111.0,50.12
O1031035,2023-09-29,10,4542,86,Store,Credit Card,Clearance,4,25.96,23.97,103.84,7.96
O1031036,2024-03-25,26,2771,105,Store,Cash,None,3,67.06,40.31,201.18,80.25
O1031037,2023-12-25,13,4314,65,Online,Online Payment,None,3,101.97,52.44,305.91,148.59
O1031038,2023-04-18,36,4253,78,Online,Credit Card,Clearance,2,76.91,41.7,153.82,70.42
O1031039,2024-03-20,21,1414,10,Online,Cash,None,5,91.28,57.82,456.4,167.3
O1031040,2025-07-19,7,2983,115,Online,Credit Card,None,2,112.51,62.12,225.02,100.78
O1031041,2024-11-04,27,1006,109,Online,Credit Card,Seasonal,5,139.02,75.27,695.1,318.75
